Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2022-23,Toronto Raptors,Christian Koloko,22,C,58,19,802,.480,.600,.313,.400,.000,.083
2022-23,Toronto Raptors,Thaddeus Young,34,PF,54,9,795,.545,.806,.494,.250,.667,.176
2022-23,Toronto Raptors,Jakob Poeltl,27,C,26,25,707,.652,.738,.571,.538,0,0
2022-23,Toronto Raptors,Malachi Flynn,24,PG,53,2,691,.360,.517,.286,.500,.200,.353
2022-23,Toronto Raptors,Juancho Hernangómez,27,PF,42,10,614,.421,.727,.583,0,.000,.254
2022-23,Toronto Raptors,Dalano Banton,23,PG,31,2,279,.423,.806,.348,.200,.100,.294
2022-23,Toronto Raptors,Jeff Dowtin,25,PG,25,0,259,.439,.700,.600,.000,.444,.313
2022-23,Toronto Raptors,Will Barton,32,SG,16,2,211,.354,.600,.300,.375,.143,.333
2022-23,Toronto Raptors,Khem Birch,30,C,20,0,162,.594,.833,.467,.500,.000,.500
2022-23,Toronto Raptors,Otto Porter Jr.,29,SF,8,2,146,.500,1.000,1.000,.000,.400,.353
2022-23,Toronto Raptors,Joe Wieskamp,23,SF,9,0,50,.214,.000,0,0,0,.250
2022-23,Toronto Raptors,Ron Harper Jr.,22,PF,9,0,48,.500,.667,.750,0,0,.333
2022-23,Toronto Raptors,Justin Champagnie,21,SF,3,0,11,1.000,1.000,1.000,0,0,0
2022-23,Utah Jazz,Lauri Markkanen,25,PF,66,66,2273,.499,.717,.505,.525,.452,.391
2022-23,Utah Jazz,Jordan Clarkson,30,SG,61,61,1988,.444,.688,.508,.470,.333,.338
2022-23,Utah Jazz,Kelly Olynyk,31,C,68,68,1942,.499,.702,.540,.296,.450,.394
2022-23,Utah Jazz,Walker Kessler,21,C,74,40,1703,.720,.813,.540,1.000,.333,.333
2022-23,Utah Jazz,Malik Beasley,26,SG,55,13,1472,.396,.632,.511,.404,.452,.359
2022-23,Utah Jazz,Talen Horton-Tucker,22,SG,65,20,1313,.419,.627,.437,.314,.400,.286
2022-23,Utah Jazz,Mike Conley,35,PG,43,42,1276,.408,.531,.469,.459,.333,.362
2022-23,Utah Jazz,Jarred Vanderbilt,23,PF,52,41,1254,.556,.759,.444,.231,.000,.333
2022-23,Utah Jazz,Ochai Agbaji,22,SG,59,22,1209,.427,.621,.494,.400,.444,.355
2022-23,Utah Jazz,Collin Sexton,24,PG,48,15,1145,.506,.608,.506,.581,.412,.393
2022-23,Utah Jazz,Rudy Gay,36,PF,56,0,816,.380,.667,.440,.422,.469,.254
2022-23,Utah Jazz,Simone Fontecchio,27,SF,52,6,766,.369,.545,.327,.524,.389,.330
2022-23,Utah Jazz,Kris Dunn,28,PG,22,3,568,.537,.767,.524,.409,.500,.472
2022-23,Utah Jazz,Nickeil Alexander-Walker,24,SG,36,3,528,.488,.650,.524,.400,.818,.402
2022-23,Utah Jazz,Udoka Azubuike,23,C,36,4,359,.819,.956,.593,0,0,0
2022-23,Utah Jazz,Juan Toscano-Anderson,29,SF,22,2,335,.403,.450,.560,.429,.500,.174
2022-23,Utah Jazz,Damian Jones,27,C,19,0,301,.714,.690,.833,0,0,.714
2022-23,Utah Jazz,Johnny Juzang,21,SG,18,0,232,.337,.833,.471,.250,.500,.238
2022-23,Utah Jazz,Luka Šamanić,23,PF,7,4,161,.456,.786,.700,.000,.000,.258
2022-23,Utah Jazz,Leandro Bolmaro,22,SF,14,0,68,.150,.200,.143,.500,.000,.000
2022-23,Utah Jazz,Micah Potter,24,PF,7,0,52,.667,1.000,.600,0,0,.571
2022-23,Utah Jazz,Jarrell Brantley,26,PF,4,0,39,.571,1.000,.750,0,0,.444
2022-23,Utah Jazz,Frank Jackson,24,PG,1,0,5,.000,0,.000,.000,0,.000
2022-23,Washington Wizards,Kyle Kuzma,27,PF,64,64,2239,.448,.722,.487,.383,.294,.333
2022-23,Washington Wizards,Kristaps Porziņģis,27,C,65,65,2120,.498,.740,.536,.494,.404,.385
2022-23,Washington Wizards,Corey Kispert,23,SF,74,45,2093,.497,.762,.541,.412,.200,.424
2022-23,Washington Wizards,Deni Avdija,22,SF,76,40,2020,.437,.720,.395,.227,.111,.297
2022-23,Washington Wizards,Monte Morris,27,PG,62,61,1695,.480,.754,.509,.500,.456,.382
2022-23,Washington Wizards,Bradley Beal,29,SG,50,50,1673,.506,.786,.462,.472,.479,.365
2022-23,Washington Wizards,Daniel Gafford,24,C,78,47,1604,.732,.846,.566,.800,.167,0
2022-23,Washington Wizards,Delon Wright,30,PG,50,14,1221,.474,.842,.391,.444,.700,.345
2022-23,Washington Wizards,Jordan Goodwin,24,PG,62,7,1106,.448,.712,.440,.444,.394,.322
2022-23,Washington Wizards,Will Barton,32,SG,40,0,782,.386,.588,.311,.308,.423,.377
2022-23,Washington Wizards,Rui Hachimura,24,PF,30,0,728,.488,.803,.339,.525,.479,.337
2022-23,Washington Wizards,Anthony Gill,30,PF,59,8,624,.538,.780,.593,.429,.000,.138
2022-23,Washington Wizards,Taj Gibson,37,C,49,2,480,.520,.806,.429,.500,.333,.333
2022-23,Washington Wizards,Kendrick Nunn,27,SG,31,0,436,.447,.667,.333,.556,.533,.392
2022-23,Washington Wizards,Johnny Davis,20,SG,28,5,423,.386,.708,.438,.393,.412,.243
2022-23,Washington Wizards,Quenton Jackson,24,PG,9,0,135,.452,.563,.600,1.000,.667,.083
2022-23,Washington Wizards,Xavier Cooks,27,PF,10,1,126,.607,.727,.533,1.000,0,.000
2022-23,Washington Wizards,Jay Huff,24,C,7,0,95,.600,.875,.500,.000,1.000,.500
2022-23,Washington Wizards,Isaiah Todd,21,PF,6,1,61,.158,.000,.286,0,.000,.100
2022-23,Washington Wizards,Devon Dotson,23,PG,6,0,53,.100,0,.000,.000,.000,.250
2022-23,Washington Wizards,Vernon Carey Jr.,21,C,11,0,28,.250,.667,.000,.000,.000,0
2022-23,Washington Wizards,Jamaree Bouyea,23,PG,1,0,6,.000,0,0,0,0,.000
2022-23,Washington Wizards,Jordan Schakel,24,SF,2,0,6,.500,0,.000,0,0,1.000
2023-24,Atlanta Hawks,Dejounte Murray,27,SG,78,78,2783,.459,.581,.464,.521,.509,.363
2023-24,Atlanta Hawks,Bogdan Bogdanović,31,SG,79,33,2401,.428,.563,.460,.514,.464,.374
2023-24,Atlanta Hawks,Saddiq Bey,24,SF,63,51,2062,.416,.645,.361,.261,.375,.316
2023-24,Atlanta Hawks,Trae Young,25,PG,54,54,1942,.430,.598,.424,.456,.471,.373
2023-24,Atlanta Hawks,Jalen Johnson,22,SF,56,52,1889,.511,.696,.471,.431,.462,.355
2023-24,Atlanta Hawks,Clint Capela,29,C,73,73,1883,.571,.636,.433,.429,.000,.000
2023-24,Atlanta Hawks,De'Andre Hunter,26,SF,57,37,1681,.459,.682,.485,.429,.424,.385
2023-24,Atlanta Hawks,Onyeka Okongwu,23,C,55,8,1405,.611,.740,.529,.400,1.000,.333
2023-24,Atlanta Hawks,Garrison Mathews,27,SG,66,5,992,.456,.800,.000,.583,.750,.440
2023-24,Atlanta Hawks,Bruno Fernando,25,C,45,2,682,.583,.755,.391,.286,.000,.000
2023-24,Atlanta Hawks,Vit Krejci,23,PG,22,14,541,.490,.667,.583,.714,.500,.412
2023-24,Atlanta Hawks,Trent Forrest,25,SG,38,0,414,.378,.591,.238,.563,0,.200
2023-24,Atlanta Hawks,Wesley Matthews,37,SG,36,3,413,.351,.455,.375,.250,.000,.348
2023-24,Atlanta Hawks,Patty Mills,35,PG,19,0,202,.373,.500,.167,.500,.400,.382
2023-24,Atlanta Hawks,Kobe Bufkin,20,SG,17,0,196,.370,.556,.462,.467,.467,.225
2023-24,Atlanta Hawks,AJ Griffin,20,SF,20,0,171,.290,.667,.250,.500,.250,.256
2023-24,Atlanta Hawks,Mouhamed Gueye,21,PF,6,0,73,.348,.500,.200,.000,0,.333
2023-24,Atlanta Hawks,Dylan Windler,27,SF,6,0,73,.526,1.000,0,0,0,.471
2023-24,Atlanta Hawks,Seth Lundy,23,SF,9,0,52,.235,.000,.000,0,1.000,.231
2023-24,Boston Celtics,Jayson Tatum,25,PF,74,74,2645,.471,.741,.441,.389,.397,.376
2023-24,Boston Celtics,Derrick White,29,SG,73,73,2381,.461,.771,.509,.373,.500,.396
2023-24,Boston Celtics,Jaylen Brown,27,SF,70,70,2343,.499,.723,.487,.520,.398,.354
2023-24,Boston Celtics,Jrue Holiday,33,PG,69,69,2263,.480,.688,.490,.397,.417,.429
2023-24,Boston Celtics,Payton Pritchard,26,PG,82,5,1825,.468,.762,.486,.566,.476,.385
2023-24,Boston Celtics,Sam Hauser,26,SF,79,13,1741,.446,.675,.407,.467,.636,.424
2023-24,Boston Celtics,Al Horford,37,C,65,33,1740,.511,.818,.523,.600,.333,.419
2023-24,Boston Celtics,Kristaps Porziņģis,28,C,57,57,1690,.516,.751,.538,.505,.395,.375
2023-24,Boston Celtics,Luke Kornet,28,C,63,7,983,.700,.790,.372,.500,0,1.000
2023-24,Boston Celtics,Oshae Brissett,25,SF,55,1,630,.444,.673,.400,.500,.250,.273
2023-24,Boston Celtics,Svi Mykhailiuk,26,SF,41,2,413,.416,.667,.800,.143,.000,.389
2023-24,Boston Celtics,Neemias Queta,24,C,28,0,333,.644,.780,.462,.400,1.000,0
2023-24,Boston Celtics,Xavier Tillman Sr.,25,PF,20,2,274,.515,.923,.571,.333,1.000,.286
2023-24,Boston Celtics,Dalano Banton,24,PG,24,1,171,.373,.643,.444,.000,.000,.125
2023-24,Boston Celtics,Jaden Springer,21,SG,17,1,130,.433,1.000,.400,.500,0,.182
2023-24,Boston Celtics,Lamar Stevens,26,PF,19,1,122,.467,.750,.100,.000,.667,.375
2023-24,Boston Celtics,Jordan Walsh,19,SF,9,1,83,.400,.750,.500,0,0,.222
2023-24,Boston Celtics,JD Davison,21,SG,8,0,39,.417,1.000,.000,0,.500,.429
2023-24,Boston Celtics,Drew Peterson,24,PF,3,0,23,.667,1.000,0,0,0,.600
2023-24,Brooklyn Nets,Mikal Bridges,27,SF,82,82,2854,.436,.668,.398,.468,.292,.372
2023-24,Brooklyn Nets,Nic Claxton,24,C,71,71,2116,.629,.769,.434,.345,.600,.200
2023-24,Brooklyn Nets,Cam Thomas,22,SG,66,51,2075,.442,.646,.433,.462,.410,.364
2023-24,Brooklyn Nets,Dorian Finney-Smith,30,PF,68,56,1934,.421,.687,.306,.667,.000,.348
2023-24,Brooklyn Nets,Cameron Johnson,27,PF,58,47,1599,.446,.724,.410,.378,.342,.391
2023-24,Brooklyn Nets,Spencer Dinwiddie,30,PG,48,48,1474,.391,.643,.441,.333,.200,.320
2023-24,Brooklyn Nets,Royce O'Neale,30,SF,49,6,1202,.388,.531,.381,.571,0,.366
2023-24,Brooklyn Nets,Dennis Smith Jr.,26,PG,56,2,1059,.435,.672,.299,.267,.318,.294
2023-24,Brooklyn Nets,Lonnie Walker IV,25,SG,58,0,1011,.423,.663,.355,.387,.354,.384
2023-24,Brooklyn Nets,Dennis Schröder,30,PG,29,25,927,.424,.603,.333,.408,.276,.412
2023-24,Brooklyn Nets,Day'Ron Sharpe,22,C,61,1,921,.571,.688,.400,.000,.000,.267
2023-24,Brooklyn Nets,Trendon Watford,23,PF,63,2,856,.527,.705,.492,.421,.286,.397
2023-24,Brooklyn Nets,Jalen Wilson,23,PF,43,3,664,.425,.683,.356,.400,.500,.324
2023-24,Brooklyn Nets,Noah Clowney,19,PF,23,4,370,.538,.795,.300,1.000,0,.364
2023-24,Brooklyn Nets,Ben Simmons,27,PG,15,12,359,.581,.750,.273,.250,0,0
2023-24,Brooklyn Nets,Armoni Brooks,25,PG,10,0,104,.326,.000,.571,.000,.000,.344
2023-24,Brooklyn Nets,Harry Giles,25,C,16,0,81,.500,.647,.545,.333,.500,.273
2023-24,Brooklyn Nets,Keita Bates-Diop,28,SF,14,0,68,.500,.833,.250,1.000,0,.200
2023-24,Brooklyn Nets,Keon Johnson,21,SG,5,0,61,.381,.500,.500,.000,.250,.400
2023-24,Brooklyn Nets,Jacob Gilyard,25,PG,4,0,45,.000,0,0,0,0,.000
2023-24,Brooklyn Nets,Dariq Whitehead,19,SF,2,0,24,.200,0,.500,0,0,.000
2023-24,Charlotte Hornets,Miles Bridges,25,SF,69,67,2581,.462,.696,.424,.343,.347,.349
2023-24,Charlotte Hornets,Brandon Miller,21,SF,74,68,2383,.440,.673,.412,.426,.494,.373
2023-24,Charlotte Hornets,Nick Richards,26,C,67,51,1759,.691,.782,.543,.364,.250,.000
2023-24,Charlotte Hornets,P.J. Washington,25,PF,44,17,1286,.446,.719,.438,.455,.375,.324
2023-24,Charlotte Hornets,Terry Rozier,29,SG,30,30,1065,.459,.598,.544,.446,.467,.358
2023-24,Charlotte Hornets,Grant Williams,25,PF,29,10,888,.503,.855,.448,.375,.333,.373
2023-24,Charlotte Hornets,Bryce McGowens,21,SG,59,14,882,.439,.580,.488,.571,.273,.333
2023-24,Charlotte Hornets,Tre Mann,22,PG,28,28,868,.453,.677,.429,.433,.182,.364
2023-24,Charlotte Hornets,Vasilije Micić,30,PG,30,21,815,.437,.655,.316,.462,.500,.294
2023-24,Charlotte Hornets,Gordon Hayward,33,SF,25,25,798,.468,.742,.432,.467,.275,.361
2023-24,Charlotte Hornets,JT Thor,21,PF,63,3,781,.437,.651,.200,.364,.375,.346
2023-24,Charlotte Hornets,Cody Martin,28,SF,28,22,753,.381,.667,.382,.381,.077,.314
2023-24,Charlotte Hornets,Ish Smith,35,PG,43,5,741,.418,.457,.477,.306,.455,.500
2023-24,Charlotte Hornets,Nick Smith Jr.,19,SG,51,0,729,.391,.385,.425,.400,.189,.432
2023-24,Charlotte Hornets,LaMelo Ball,22,PG,22,22,711,.433,.654,.455,.348,.100,.355
2023-24,Charlotte Hornets,Dāvis Bertāns,31,PF,28,1,583,.394,.643,.444,0,.333,.375
2023-24,Charlotte Hornets,Mark Williams,22,C,19,19,508,.649,.741,.378,.500,0,0
2023-24,Charlotte Hornets,Aleksej Pokusevski,22,PF,18,0,345,.429,.778,.273,.500,.000,.364
2023-24,Charlotte Hornets,Nathan Mensah,25,C,25,0,307,.429,.545,.353,0,0,0
2023-24,Charlotte Hornets,Leaky Black,24,SF,26,3,284,.481,.750,.182,.500,.333,.450
2023-24,Charlotte Hornets,Théo Maledon,22,PG,13,1,200,.288,.571,.308,.333,.000,.167
2023-24,Charlotte Hornets,Seth Curry,33,SG,8,1,159,.441,1.000,.600,.400,.462,.321
2023-24,Charlotte Hornets,Marques Bolden,25,C,9,2,118,.680,.818,.875,.200,0,.000
2023-24,Charlotte Hornets,James Bouknight,23,SG,14,0,81,.439,.714,.000,.000,.000,.433
2023-24,Charlotte Hornets,Amari Bailey,19,PG,10,0,65,.333,.500,1.000,.250,.333,.125
2023-24,Charlotte Hornets,Frank Ntilikina,25,PG,5,0,43,.111,0,0,0,.000,.125
2023-24,Chicago Bulls,DeMar DeRozan,34,SF,79,79,2989,.480,.684,.494,.490,.402,.333
2023-24,Chicago Bulls,Coby White,23,PG,79,78,2881,.447,.656,.362,.485,.267,.376
2023-24,Chicago Bulls,Nikola Vučević,33,C,76,74,2610,.484,.645,.552,.477,.404,.294
2023-24,Chicago Bulls,Ayo Dosunmu,24,SG,76,37,2212,.501,.654,.466,.361,.533,.403
2023-24,Chicago Bulls,Alex Caruso,29,SG,71,57,2040,.468,.675,.387,.667,.353,.408
2023-24,Chicago Bulls,Andre Drummond,30,C,79,10,1351,.556,.614,.416,.500,0,.000
2023-24,Chicago Bulls,Patrick Williams,22,PF,43,30,1174,.443,.573,.326,.485,.389,.399
2023-24,Chicago Bulls,Torrey Craig,33,SF,53,14,1049,.430,.582,.419,.200,.286,.392
2023-24,Chicago Bulls,Jevon Carter,28,PG,72,0,1004,.378,.333,.438,.469,.543,.329
2023-24,Chicago Bulls,Zach LaVine,28,SG,25,23,872,.452,.640,.431,.500,.468,.349
2023-24,Chicago Bulls,Dalen Terry,21,SG,59,2,681,.439,.679,.583,.000,0,.230
2023-24,Chicago Bulls,Julian Phillips,20,SF,40,0,323,.416,.467,.667,1.000,.500,.316
2023-24,Chicago Bulls,Onuralp Bitim,24,SG,23,1,268,.381,.706,.250,.571,.250,.273
2023-24,Chicago Bulls,Javonte Green,30,SF,9,5,230,.600,.730,.700,1.000,0,.370
2023-24,Chicago Bulls,Terry Taylor,24,PF,31,0,188,.513,.636,.571,.000,0,.222
2023-24,Chicago Bulls,Adama Sanogo,21,PF,9,0,66,.519,.667,.273,1.000,0,0
2023-24,Chicago Bulls,Henri Drell,23,SF,4,0,30,.400,1.000,.333,0,0,.333
2023-24,Chicago Bulls,Andrew Funk,24,SG,5,0,13,.000,0,.000,0,0,.000
2023-24,Cleveland Caveliers,Jarrett Allen,25,C,77,77,2442,.634,.738,.531,.500,.250,.000
2023-24,Cleveland Caveliers,Max Strus,27,SF,70,70,2239,.418,.607,.351,.667,.429,.351
2023-24,Cleveland Caveliers,Caris LeVert,29,SG,68,10,1958,.421,.617,.379,.389,.400,.325
2023-24,Cleveland Caveliers,Donovan Mitchell,27,SG,55,55,1942,.462,.702,.411,.462,.455,.368
2023-24,Cleveland Caveliers,Darius Garland,24,PG,57,57,1901,.446,.643,.406,.505,.446,.371
2023-24,Cleveland Caveliers,Isaac Okoro,23,SF,69,42,1887,.490,.640,.403,.000,1.000,.391
2023-24,Cleveland Caveliers,Georges Niang,30,PF,82,10,1831,.449,.684,.524,.548,.200,.376
2023-24,Cleveland Caveliers,Evan Mobley,22,PF,50,50,1532,.580,.770,.462,.361,.133,.373
2023-24,Cleveland Caveliers,Dean Wade,27,PF,54,32,1108,.414,.765,.000,.500,.333,.391
2023-24,Cleveland Caveliers,Sam Merrill,27,SG,61,1,1069,.402,.500,.467,.000,.000,.404
2023-24,Cleveland Caveliers,Craig Porter Jr.,23,PG,51,6,649,.509,.644,.473,.455,.500,.353
2023-24,Cleveland Caveliers,Tristan Thompson,32,C,49,0,549,.608,.684,.472,.500,0,.000
2023-24,Cleveland Caveliers,Damian Jones,28,C,39,0,270,.597,.795,.400,.800,.250,.214
2023-24,Cleveland Caveliers,Marcus Morris,34,PF,12,0,180,.441,0,.571,.429,.444,.414
2023-24,Cleveland Caveliers,Emoni Bates,20,SF,15,0,133,.306,.286,.000,.500,.400,.303
2023-24,Cleveland Caveliers,Isaiah Mobley,24,PF,10,0,72,.417,.778,.000,.000,0,.300
2023-24,Cleveland Caveliers,Pete Nance,23,PF,8,0,27,.167,.000,.000,.000,0,1.000
2023-24,Cleveland Caveliers,Ty Jerome,26,SG,2,0,15,.500,.000,1.000,1.000,0,.000
2023-24,Dallas Mavericks,Luka Dončić,24,PG,70,70,2624,.487,.838,.569,.442,.422,.382
2023-24,Dallas Mavericks,Tim Hardaway Jr.,31,SF,79,12,2120,.402,.725,.365,.450,.379,.353
2023-24,Dallas Mavericks,Kyrie Irving,31,SG,58,58,2030,.497,.675,.527,.518,.449,.411
2023-24,Dallas Mavericks,Derrick Jones Jr.,26,SF,76,66,1783,.483,.691,.494,.444,.000,.343
2023-24,Dallas Mavericks,Josh Green,23,SG,57,33,1505,.479,.768,.339,.294,.500,.385
2023-24,Dallas Mavericks,Dereck Lively II,19,C,55,42,1294,.747,.833,.515,.000,1.000,.000
2023-24,Dallas Mavericks,Grant Williams,25,PF,47,33,1242,.413,.690,.333,.375,.429,.376
2023-24,Dallas Mavericks,Dante Exum,28,PG,55,17,1088,.533,.697,.375,.688,.143,.491
2023-24,Dallas Mavericks,Jaden Hardy,21,SG,73,7,989,.407,.568,.344,.435,.366,.362
2023-24,Dallas Mavericks,P.J. Washington,25,PF,29,28,935,.421,.729,.479,.400,.000,.314
2023-24,Dallas Mavericks,Maxi Kleber,32,C,43,7,871,.432,.769,.273,.583,.200,.348
2023-24,Dallas Mavericks,Dwight Powell,32,C,63,9,836,.679,.767,.294,0,0,.333
2023-24,Dallas Mavericks,Daniel Gafford,25,PF,29,21,623,.780,.866,.569,.000,0,0
2023-24,Dallas Mavericks,Seth Curry,33,SG,36,3,457,.372,.778,.455,.000,.371,.363
2023-24,Dallas Mavericks,Olivier-Maxence Prosper,21,PF,40,1,336,.385,.595,.214,.000,.500,.289
2023-24,Dallas Mavericks,A.J. Lawson,23,SG,42,0,311,.446,.773,.208,.000,1.000,.260
2023-24,Dallas Mavericks,Richaun Holmes,30,C,23,2,237,.559,.675,.333,.000,0,0
2023-24,Dallas Mavericks,Markieff Morris,34,PF,26,1,216,.338,.333,.429,.250,.250,.357
2023-24,Dallas Mavericks,Brandon Williams,24,PG,17,0,113,.370,.571,.286,.400,.500,.200
2023-24,Dallas Mavericks,Greg Brown III,22,PF,6,0,40,.455,.571,.000,0,0,.333
2023-24,Dallas Mavericks,Dexter Dennis,24,SG,4,0,30,.526,1.000,1.000,.500,.500,.125
2023-24,Dallas Mavericks,Alex Fudge,20,SF,2,0,26,.556,.600,1.000,0,0,.333
2023-24,Denver Nuggets,Nikola Jokić,28,C,79,79,2737,.583,.741,.614,.537,.370,.359
2023-24,Denver Nuggets,Michael Porter Jr.,25,SF,81,81,2565,.484,.725,.414,.477,.544,.397
2023-24,Denver Nuggets,Kentavious Caldwell-Pope,30,SG,76,76,2402,.460,.615,.440,.423,.507,.406
2023-24,Denver Nuggets,Aaron Gordon,28,PF,73,73,2297,.556,.738,.382,.263,.417,.290
2023-24,Denver Nuggets,Jamal Murray,26,PG,59,59,1861,.481,.652,.461,.455,.470,.425
2023-24,Denver Nuggets,Reggie Jackson,33,PG,82,23,1817,.431,.610,.422,.433,.390,.359
2023-24,Denver Nuggets,Christian Braun,22,SG,82,4,1655,.460,.667,.339,.083,.333,.384
2023-24,Denver Nuggets,Peyton Watson,21,SF,80,4,1488,.465,.660,.407,.525,.364,.296
2023-24,Denver Nuggets,Justin Holiday,34,SG,58,9,862,.454,.692,.333,.750,.455,.404
2023-24,Denver Nuggets,Zeke Nnaji,23,PF,58,0,576,.463,.584,.313,.250,.000,.261
2023-24,Denver Nuggets,Julian Strawther,21,SF,50,0,545,.369,.621,.469,.368,.250,.297
2023-24,Denver Nuggets,DeAndre Jordan,35,C,36,2,396,.624,.675,.400,.000,0,0
2023-24,Denver Nuggets,Collin Gillespie,24,PG,24,0,225,.464,.538,.556,1.000,.429,.395
2023-24,Denver Nuggets,Jalen Pickett,24,SG,27,0,122,.429,1.000,.500,.333,.750,.360
2023-24,Denver Nuggets,Braxton Key,26,SF,20,0,60,.412,.429,.250,0,1.000,.400
2023-24,Denver Nuggets,Jay Huff,25,C,20,0,49,.600,1.000,1.000,0,0,.333
2023-24,Denver Nuggets,Hunter Tyson,23,PF,18,0,48,.400,.500,1.000,.000,1.000,.286
2023-24,Detroit Pistons,Jaden Ivey,21,SG,77,61,2217,.429,.657,.413,.339,.387,.336
2023-24,Detroit Pistons,Cade Cunningham,22,PG,62,62,2074,.449,.618,.402,.528,.427,.355
2023-24,Detroit Pistons,Jalen Duren,20,C,61,60,1777,.619,.741,.536,.290,.182,.000
2023-24,Detroit Pistons,Ausar Thompson,21,SF,63,38,1583,.483,.652,.544,.458,.308,.186
2023-24,Detroit Pistons,Isaiah Stewart,22,PF,46,45,1423,.487,.635,.519,.429,.250,.383
2023-24,Detroit Pistons,Marcus Sasser,23,PG,71,11,1351,.428,.644,.452,.482,.362,.375
2023-24,Detroit Pistons,James Wiseman,22,C,63,6,1091,.613,.787,.515,.375,.273,.000
2023-24,Detroit Pistons,Killian Hayes,22,PG,42,31,1008,.413,.706,.469,.423,.387,.297
2023-24,Detroit Pistons,Bojan Bogdanović,34,PF,28,27,921,.468,.723,.447,.500,.423,.415
2023-24,Detroit Pistons,Alec Burks,32,SG,43,0,901,.394,.536,.273,.463,.343,.401
2023-24,Detroit Pistons,Kevin Knox,24,SF,31,11,560,.462,.686,.583,.600,.167,.330
2023-24,Detroit Pistons,Evan Fournier,31,SG,29,0,541,.373,.533,.500,.667,.313,.270
2023-24,Detroit Pistons,Simone Fontecchio,28,SF,16,9,484,.479,.735,.415,.400,.500,.426
2023-24,Detroit Pistons,Marvin Bagley III,24,C,26,10,478,.591,.710,.540,.421,.000,.167
2023-24,Detroit Pistons,Isaiah Livers,25,PF,23,6,469,.345,.667,.300,.000,.333,.286
2023-24,Detroit Pistons,Troy Brown Jr.,24,SF,22,12,417,.296,.385,.217,.000,.462,.281
2023-24,Detroit Pistons,Chimezie Metu,26,C,14,7,411,.500,.769,.594,.400,.333,.302
2023-24,Detroit Pistons,Malachi Flynn,25,PG,24,0,342,.430,.696,.379,.409,.733,.316
2023-24,Detroit Pistons,Stanley Umude,24,SG,24,2,307,.440,.714,.412,.200,.000,.453
2023-24,Detroit Pistons,Tosan Evbuomwan,22,SF,13,8,293,.571,.706,.667,0,0,.417
2023-24,Detroit Pistons,Jared Rhoden,24,SG,17,0,245,.500,.800,.750,.571,.375,.387
2023-24,Detroit Pistons,Mike Muscala,32,C,13,4,171,.341,.333,.200,.000,.000,.382
2023-24,Detroit Pistons,Joe Harris,32,SG,16,0,170,.359,.500,.400,0,0,.333
2023-24,Detroit Pistons,Quentin Grimes,23,SG,6,0,115,.214,.500,.333,.333,.000,.143
2023-24,Detroit Pistons,Danilo Gallinari,35,SF,6,0,90,.545,.600,1.000,.333,.000,.583
2023-24,Detroit Pistons,Buddy Boeheim,24,SF,10,0,84,.310,.000,.000,1.000,.000,.320
2023-24,Detroit Pistons,Monte Morris,28,PG,6,0,68,.364,.400,.500,.667,.200,.182
2023-24,Detroit Pistons,Shake Milton,27,SG,4,0,63,.423,.667,.000,.500,.500,.333
2023-24,Detroit Pistons,Jaylen Nowell,24,SG,4,0,58,.522,.667,.429,1.000,.667,.333
2023-24,Detroit Pistons,Taj Gibson,38,PF,4,0,39,.571,.500,.333,1.000,0,.500
2023-24,Detroit Pistons,Malcolm Cazalon,22,SG,1,0,3,0,0,0,0,0,0
2023-24,Golden State Warriors,Stephen Curry,35,PG,74,74,2421,.450,.692,.508,.426,.441,.408
2023-24,Golden State Warriors,Klay Thompson,33,SF,77,63,2284,.432,.724,.484,.463,.464,.387
2023-24,Golden State Warriors,Brandin Podziemski,20,SG,74,28,1968,.454,.685,.443,.333,.333,.385
2023-24,Golden State Warriors,Jonathan Kuminga,21,PF,74,46,1949,.529,.749,.519,.394,.353,.321
2023-24,Golden State Warriors,Andrew Wiggins,28,SF,71,59,1920,.453,.639,.491,.338,.360,.358
2023-24,Golden State Warriors,Chris Paul,38,PG,58,18,1531,.441,.800,.608,.514,.379,.371
2023-24,Golden State Warriors,Draymond Green,33,PF,55,52,1490,.497,.670,.500,.143,1.000,.395
2023-24,Golden State Warriors,Kevon Looney,27,C,74,36,1195,.597,.681,.541,.429,.429,.000
2023-24,Golden State Warriors,Moses Moody,21,SG,66,9,1156,.462,.733,.475,.481,.353,.360
2023-24,Golden State Warriors,Trayce Jackson-Davis,23,PF,68,16,1130,.702,.777,.561,1.000,0,.000
2023-24,Golden State Warriors,Dario Šarić,29,C,64,9,1098,.466,.797,.480,.375,.357,.376
2023-24,Golden State Warriors,Gary Payton II,31,SG,44,0,680,.563,.718,.571,.000,0,.364
2023-24,Golden State Warriors,Lester Quiñones,23,SG,37,0,394,.397,.625,.391,.357,0,.364
2023-24,Golden State Warriors,Cory Joseph,32,PG,26,0,296,.359,.000,.700,.400,.200,.310
2023-24,Golden State Warriors,Gui Santos,21,PF,23,0,192,.509,.737,.444,0,0,.370
