Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2022-23,Memphis Grizzlies,John Konchar,26,SF,72,23,1494,.431,.702,.229,.333,.200,.339
2022-23,Memphis Grizzlies,David Roddy,21,PF,70,4,1258,.429,.711,.351,.545,.167,.307
2022-23,Memphis Grizzlies,Xavier Tillman Sr.,24,C,61,29,1180,.614,.753,.516,.441,.250,.267
2022-23,Memphis Grizzlies,Steven Adams,29,C,42,42,1133,.597,.645,.500,.400,0,.000
2022-23,Memphis Grizzlies,Brandon Clarke,26,PF,56,8,1090,.656,.792,.568,.451,.625,.167
2022-23,Memphis Grizzlies,Luke Kennard,26,SG,24,3,590,.526,.556,.500,.364,.500,.540
2022-23,Memphis Grizzlies,Ziaire Williams,21,SF,37,4,561,.429,.776,.381,.500,.333,.258
2022-23,Memphis Grizzlies,Jake LaRavia,21,PF,35,0,414,.389,.533,.500,1.000,0,.338
2022-23,Memphis Grizzlies,Kennedy Chandler,20,PG,36,0,281,.422,.633,.367,.333,.500,.133
2022-23,Memphis Grizzlies,Kenneth Lofton Jr.,20,PF,24,1,176,.527,.795,.400,.214,.125,.353
2022-23,Memphis Grizzlies,Vince Williams Jr.,22,SG,15,1,105,.300,.700,.500,0,0,.143
2022-23,Memphis Grizzlies,Danny Green,35,SG,3,0,43,.273,0,.000,.000,0,.375
2022-23,Memphis Grizzlies,Jacob Gilyard,24,PG,1,0,41,.333,0,0,0,0,.333
2022-23,Miami Heat,Bam Adebayo,25,C,75,75,2598,.540,.714,.479,.497,.288,.083
2022-23,Miami Heat,Tyler Herro,23,SG,67,67,2337,.439,.699,.486,.462,.357,.378
2022-23,Miami Heat,Max Strus,26,SF,80,33,2272,.410,.679,.478,.444,.111,.350
2022-23,Miami Heat,Jimmy Butler,33,PF,64,64,2138,.539,.703,.492,.500,.408,.350
2022-23,Miami Heat,Caleb Martin,27,SF,71,49,2077,.464,.674,.424,.481,.469,.356
2022-23,Miami Heat,Gabe Vincent,26,PG,68,34,1759,.402,.547,.462,.440,.657,.334
2022-23,Miami Heat,Kyle Lowry,36,PG,55,44,1718,.404,.588,.444,.475,.455,.345
2022-23,Miami Heat,Victor Oladipo,30,SG,42,2,1106,.397,.534,.492,.326,.545,.330
2022-23,Miami Heat,Haywood Highsmith,26,PF,54,11,969,.431,.692,.406,.267,.375,.339
2022-23,Miami Heat,Duncan Robinson,28,SF,42,1,691,.371,.750,.476,.500,.333,.328
2022-23,Miami Heat,Orlando Robinson,22,C,31,1,425,.528,.757,.452,.000,.000,.000
2022-23,Miami Heat,Kevin Love,34,PF,21,17,419,.388,.727,.500,.800,1.000,.297
2022-23,Miami Heat,Dewayne Dedmon,33,C,30,0,350,.496,.636,.541,.444,.500,.297
2022-23,Miami Heat,Jamal Cain,23,PF,18,0,240,.561,.731,.588,.333,0,.350
2022-23,Miami Heat,Cody Zeller,30,C,15,2,217,.627,.735,.571,1.000,.000,.000
2022-23,Miami Heat,Nikola Jović,19,PF,15,8,204,.406,.846,.455,.333,.500,.229
2022-23,Miami Heat,Omer Yurtseven,24,C,9,0,83,.593,.667,.667,.500,0,.429
2022-23,Miami Heat,Udonis Haslem,42,C,7,1,71,.345,.250,.333,.556,.000,.333
2022-23,Miami Heat,Dru Smith,25,SG,5,1,67,.357,1.000,.500,.500,.000,.167
2022-23,Miami Heat,Jamaree Bouyea,23,PG,4,0,65,.462,1.000,.400,0,.000,.400
2022-23,Milwaukee Bucks,Brook Lopez,34,C,78,78,2373,.531,.771,.569,.485,.375,.374
2022-23,Milwaukee Bucks,Jrue Holiday,32,PG,67,65,2183,.479,.727,.452,.459,.453,.384
2022-23,Milwaukee Bucks,Giannis Antetokounmpo,28,PF,63,63,2024,.553,.791,.354,.353,.355,.275
2022-23,Milwaukee Bucks,Grayson Allen,27,SG,72,70,1972,.440,.670,.345,.400,.000,.399
2022-23,Milwaukee Bucks,Bobby Portis,27,PF,70,22,1818,.496,.643,.549,.471,.492,.370
2022-23,Milwaukee Bucks,Jevon Carter,27,PG,81,39,1810,.423,.538,.237,.431,.437,.421
2022-23,Milwaukee Bucks,Pat Connaughton,30,SF,61,33,1443,.392,.672,.333,.500,.667,.339
2022-23,Milwaukee Bucks,Joe Ingles,35,SF,46,0,1044,.435,.650,.500,.500,.400,.409
2022-23,Milwaukee Bucks,Wesley Matthews,36,SF,52,0,820,.363,.706,.333,.500,.000,.315
2022-23,Milwaukee Bucks,Khris Middleton,31,SF,33,19,801,.436,.644,.548,.423,.491,.315
2022-23,Milwaukee Bucks,MarJon Beauchamp,22,SF,52,11,701,.395,.667,.261,.500,.235,.331
2022-23,Milwaukee Bucks,George Hill,36,PG,35,0,668,.447,.704,.357,.714,.700,.311
2022-23,Milwaukee Bucks,Jordan Nwora,24,SF,38,3,597,.386,.526,.400,.154,.211,.392
2022-23,Milwaukee Bucks,A.J. Green,23,SG,35,1,345,.424,.400,.500,.500,.444,.419
2022-23,Milwaukee Bucks,Jae Crowder,32,PF,18,3,340,.479,.857,.600,.333,.400,.436
2022-23,Milwaukee Bucks,Sandro Mamukelashvili,23,C,24,0,217,.328,.600,.333,.000,0,.219
2022-23,Milwaukee Bucks,Thanasis Antetokounmpo,30,PF,37,0,206,.435,.682,.357,.000,.000,.000
2022-23,Milwaukee Bucks,Serge Ibaka,33,C,16,0,185,.481,.778,.400,.000,.500,.333
2022-23,Milwaukee Bucks,Meyers Leonard,30,C,9,2,114,.483,.625,1.000,0,.000,.389
2022-23,Milwaukee Bucks,Lindell Wigginton,24,PG,7,1,87,.486,.857,.429,.500,.667,.333
2022-23,Milwaukee Bucks,Goran Dragić,36,PG,7,0,83,.389,.400,.500,.333,.250,.412
2022-23,Minnesota Timberwolves,Anthony Edwards,21,SG,79,79,2842,.459,.674,.376,.383,.350,.369
2022-23,Minnesota Timberwolves,Jaden McDaniels,22,SF,79,79,2416,.517,.752,.461,.444,.375,.398
2022-23,Minnesota Timberwolves,Rudy Gobert,30,C,70,70,2148,.659,.748,.365,.333,.000,.000
2022-23,Minnesota Timberwolves,Kyle Anderson,29,PF,69,46,1957,.509,.648,.512,.465,.143,.410
2022-23,Minnesota Timberwolves,D'Angelo Russell,26,PG,54,54,1778,.465,.698,.511,.477,.508,.391
2022-23,Minnesota Timberwolves,Jaylen Nowell,23,SG,65,2,1252,.448,.662,.429,.536,.368,.289
2022-23,Minnesota Timberwolves,Naz Reid,23,C,68,11,1251,.537,.812,.466,.385,.500,.346
2022-23,Minnesota Timberwolves,Taurean Prince,28,PF,54,4,1192,.467,.671,.462,.667,.300,.381
2022-23,Minnesota Timberwolves,Austin Rivers,30,SG,52,10,1016,.435,.786,.350,.250,0,.350
2022-23,Minnesota Timberwolves,Karl-Anthony Towns,27,PF,29,29,957,.495,.791,.480,.333,.552,.366
2022-23,Minnesota Timberwolves,Mike Conley,35,PG,24,24,753,.460,.737,.349,.552,.833,.420
2022-23,Minnesota Timberwolves,Jordan McLaughlin,26,PG,43,0,678,.421,.708,.457,.400,.667,.308
2022-23,Minnesota Timberwolves,Nickeil Alexander-Walker,24,SG,23,0,356,.384,.619,.263,.333,.300,.361
2022-23,Minnesota Timberwolves,Nathan Knight,25,C,38,0,291,.568,.778,.455,.000,0,.364
2022-23,Minnesota Timberwolves,Bryn Forbes,29,SG,25,0,268,.361,.600,.400,.167,.545,.304
2022-23,Minnesota Timberwolves,Luka Garza,24,C,28,0,243,.543,.825,.414,.571,.000,.359
2022-23,Minnesota Timberwolves,Matt Ryan,25,SF,22,0,181,.424,.800,.333,0,.500,.388
2022-23,Minnesota Timberwolves,Wendell Moore Jr.,21,SG,29,2,153,.419,.778,.400,.000,.000,.118
2022-23,Minnesota Timberwolves,Josh Minott,20,SF,15,0,96,.500,.714,.400,.000,0,.333
2022-23,Minnesota Timberwolves,A.J. Lawson,22,SG,1,0,2,1.000,1.000,0,0,0,0
2022-23,New Oreland Pelicans,CJ McCollum,31,PG,75,75,2649,.437,.621,.443,.513,.327,.389
2022-23,New Oreland Pelicans,Trey Murphy III,22,SF,79,65,2448,.484,.758,.495,.188,.333,.406
2022-23,New Oreland Pelicans,Jonas Valančiūnas,30,C,79,79,1968,.547,.725,.494,.440,.313,.349
2022-23,New Oreland Pelicans,Herbert Jones,24,PF,66,66,1951,.469,.660,.391,.444,.211,.335
2022-23,New Oreland Pelicans,Naji Marshall,25,SF,77,21,1792,.433,.662,.386,.532,.429,.303
2022-23,New Oreland Pelicans,Brandon Ingram,25,SF,45,45,1538,.484,.735,.456,.518,.375,.390
2022-23,New Oreland Pelicans,Larry Nance Jr.,30,C,65,1,1381,.610,.769,.551,.389,.333,.333
2022-23,New Oreland Pelicans,Jose Alvarado,24,PG,61,10,1310,.411,.670,.395,.360,.143,.336
2022-23,New Oreland Pelicans,Dyson Daniels,19,PG,59,11,1042,.418,.635,.348,.300,.000,.314
2022-23,New Oreland Pelicans,Zion Williamson,22,PF,29,29,956,.608,.721,.438,.500,.000,.368
2022-23,New Oreland Pelicans,Devonte' Graham,27,PG,53,0,811,.368,.462,.308,.571,.625,.347
2022-23,New Oreland Pelicans,Jaxson Hayes,22,C,47,2,610,.551,.766,.527,1.000,.500,.103
2022-23,New Oreland Pelicans,Josh Richardson,29,SG,23,4,533,.419,.714,.211,.600,.429,.384
2022-23,New Oreland Pelicans,Willy Hernangómez,28,C,38,2,458,.527,.635,.453,.500,.000,.273
2022-23,New Oreland Pelicans,Kira Lewis Jr.,21,PG,25,0,235,.455,.550,.400,.286,.625,.441
2022-23,New Oreland Pelicans,Garrett Temple,36,SG,25,0,162,.400,.500,.000,.000,.000,.423
2022-23,New Oreland Pelicans,Dereon Seabron,22,SG,5,0,12,.400,1.000,.000,0,0,0
2022-23,New York Knicks,Julius Randle,28,PF,77,77,2737,.459,.679,.519,.443,.407,.343
2022-23,New York Knicks,RJ Barrett,22,SG,73,73,2475,.434,.642,.401,.300,.259,.310
2022-23,New York Knicks,Jalen Brunson,26,PG,68,68,2379,.491,.612,.504,.471,.511,.416
2022-23,New York Knicks,Immanuel Quickley,23,SG,81,21,2344,.448,.681,.500,.471,.346,.370
2022-23,New York Knicks,Quentin Grimes,22,SG,71,66,2121,.468,.745,.321,.182,.429,.386
2022-23,New York Knicks,Isaiah Hartenstein,24,C,82,8,1626,.535,.623,.576,.375,.000,.216
2022-23,New York Knicks,Mitchell Robinson,24,C,59,58,1591,.671,.700,.333,1.000,.000,0
2022-23,New York Knicks,Obi Toppin,24,PF,67,5,1050,.446,.736,.250,.125,.667,.344
2022-23,New York Knicks,Jericho Sims,24,C,52,16,812,.776,.831,.545,.500,0,.000
2022-23,New York Knicks,Miles McBride,22,PG,64,2,760,.358,.636,.294,.353,.357,.299
2022-23,New York Knicks,Josh Hart,27,SF,25,1,750,.586,.788,.367,.250,.000,.519
2022-23,New York Knicks,Evan Fournier,30,SG,27,7,459,.337,.500,.467,.353,.250,.307
2022-23,New York Knicks,Cam Reddish,23,SF,20,8,438,.449,.651,.464,.333,.333,.304
2022-23,New York Knicks,Derrick Rose,34,PG,27,0,338,.384,.567,.366,.467,.300,.302
2022-23,New York Knicks,Svi Mykhailiuk,25,SF,13,0,40,.500,0,.000,0,0,.600
2022-23,New York Knicks,Ryan Arcidiacono,28,PG,11,0,26,.200,.000,.000,0,0,.333
2022-23,New York Knicks,Trevor Keels,19,SG,3,0,8,.250,0,0,0,0,.250
2022-23,Oklahoma City Thunder,Shai Gilgeous-Alexander,24,PG,68,68,2416,.510,.678,.438,.512,.396,.345
2022-23,Oklahoma City Thunder,Josh Giddey,20,PF,76,76,2367,.482,.646,.455,.455,.304,.325
2022-23,Oklahoma City Thunder,Jalen Williams,21,SG,75,62,2276,.521,.726,.436,.448,.351,.356
2022-23,Oklahoma City Thunder,Luguentz Dort,23,SF,74,73,2272,.388,.521,.309,.357,.476,.330
2022-23,Oklahoma City Thunder,Isaiah Joe,23,SG,73,10,1395,.441,.706,.421,.565,.474,.409
2022-23,Oklahoma City Thunder,Aaron Wiggins,24,SG,70,14,1297,.512,.705,.396,.400,.000,.393
2022-23,Oklahoma City Thunder,Kenrich Williams,28,PF,53,10,1206,.517,.718,.510,.452,.500,.373
2022-23,Oklahoma City Thunder,Tre Mann,21,PG,67,5,1183,.393,.667,.373,.407,.560,.315
2022-23,Oklahoma City Thunder,Jaylin Williams,20,C,49,36,914,.436,.667,.200,.320,.688,.407
2022-23,Oklahoma City Thunder,Jeremiah Robinson-Earl,22,PF,43,20,814,.444,.612,.320,.600,.222,.333
2022-23,Oklahoma City Thunder,Aleksej Pokusevski,21,PF,34,25,701,.434,.645,.300,.308,.333,.365
2022-23,Oklahoma City Thunder,Mike Muscala,31,C,43,5,622,.438,.667,.400,.526,.455,.394
2022-23,Oklahoma City Thunder,Ousmane Dieng,19,PF,39,1,569,.420,.789,.500,.167,.400,.265
2022-23,Oklahoma City Thunder,Darius Bazley,22,C,36,1,555,.449,.554,.280,.455,.000,.400
2022-23,Oklahoma City Thunder,Lindy Waters III,25,SG,41,0,531,.393,.727,.500,1.000,1.000,.358
2022-23,Oklahoma City Thunder,Dario Šarić,28,C,20,0,273,.515,.880,.444,.286,.333,.391
2022-23,Oklahoma City Thunder,Eugene Omoruyi,25,SF,23,2,272,.468,.681,.286,.000,.000,.258
2022-23,Oklahoma City Thunder,Olivier Sarr,23,C,9,1,114,.500,.611,.667,1.000,0,.125
2022-23,Oklahoma City Thunder,Jared Butler,22,PG,6,1,77,.469,.333,.545,.000,0,.500
2022-23,Orlando Magic,Franz Wagner,21,SF,80,80,2609,.485,.728,.420,.414,.447,.361
2022-23,Orlando Magic,Paolo Banchero,20,PF,72,72,2430,.427,.658,.380,.410,.352,.298
2022-23,Orlando Magic,Markelle Fultz,24,PG,60,60,1778,.514,.685,.500,.438,.449,.310
2022-23,Orlando Magic,Wendell Carter Jr.,23,C,57,54,1690,.525,.850,.473,.452,.349,.356
2022-23,Orlando Magic,Cole Anthony,22,PG,60,4,1552,.454,.632,.447,.522,.425,.364
2022-23,Orlando Magic,Bol Bol,23,PF,70,33,1505,.546,.871,.492,.471,.303,.265
2022-23,Orlando Magic,Jalen Suggs,21,SG,53,19,1246,.419,.588,.472,.324,.441,.327
2022-23,Orlando Magic,Gary Harris,28,SG,48,42,1184,.450,.614,.429,.000,.417,.431
2022-23,Orlando Magic,Moritz Wagner,25,C,57,18,1109,.500,.733,.453,.333,.400,.313
2022-23,Orlando Magic,Terrence Ross,31,SG,42,9,944,.431,.692,.500,.385,.548,.381
2022-23,Orlando Magic,Caleb Houstan,20,SF,51,4,812,.363,.483,.429,.000,.333,.338
2022-23,Orlando Magic,Mo Bamba,24,C,40,6,681,.495,.739,.273,.500,.286,.398
2022-23,Orlando Magic,Chuma Okeke,24,SF,27,8,518,.352,.700,.143,.167,.333,.302
2022-23,Orlando Magic,Kevon Harris,25,SG,34,0,457,.439,.579,.409,.000,.000,.372
2022-23,Orlando Magic,Admiral Schofield,25,PF,37,0,451,.451,.704,.600,.000,0,.324
2022-23,Orlando Magic,R.J. Hampton,21,SG,26,0,361,.439,.684,.520,.444,.250,.340
2022-23,Orlando Magic,Goga Bitadze,23,C,17,1,255,.575,.778,.480,0,0,.167
2022-23,Orlando Magic,Jonathan Isaac,25,PF,11,0,124,.415,.588,.100,.500,.400,.400
2022-23,Orlando Magic,Michael Carter-Williams,31,PG,4,0,44,.429,1.000,.429,.000,0,.333
2022-23,Orlando Magic,Jay Scrubb,22,SG,2,0,30,.714,.667,.500,0,0,1.000
2022-23,Philadelphia 76ers,Tobias Harris,30,SF,74,74,2436,.501,.709,.473,.453,.483,.389
2022-23,Philadelphia 76ers,Joel Embiid,28,C,66,66,2284,.548,.807,.435,.514,.489,.330
2022-23,Philadelphia 76ers,De'Anthony Melton,24,SG,77,58,2150,.425,.622,.329,.292,.529,.390
2022-23,Philadelphia 76ers,James Harden,33,PG,58,58,2135,.441,.618,.418,.438,.528,.385
2022-23,Philadelphia 76ers,Tyrese Maxey,22,SG,60,41,2016,.481,.626,.447,.467,.400,.434
2022-23,Philadelphia 76ers,P.J. Tucker,37,PF,75,75,1920,.427,.487,.441,.500,.750,.393
2022-23,Philadelphia 76ers,Shake Milton,26,SG,76,11,1567,.479,.685,.393,.400,.500,.378
2022-23,Philadelphia 76ers,Georges Niang,29,PF,78,1,1512,.442,.681,.536,.333,.500,.401
2022-23,Philadelphia 76ers,Danuel House Jr.,29,SF,56,5,807,.472,.727,.412,.833,.286,.336
2022-23,Philadelphia 76ers,Paul Reed,23,C,69,2,755,.593,.706,.356,.333,.500,.167
2022-23,Philadelphia 76ers,Montrezl Harrell,29,C,57,7,681,.598,.710,.500,.111,.000,.000
2022-23,Philadelphia 76ers,Matisse Thybulle,25,SF,49,6,591,.431,.647,.389,.000,0,.333
2022-23,Philadelphia 76ers,Jalen McDaniels,25,SF,24,3,419,.488,.561,.423,.385,.500,.400
2022-23,Philadelphia 76ers,Furkan Korkmaz,25,SG,37,0,353,.432,.818,.222,.500,.250,.391
2022-23,Philadelphia 76ers,Jaden Springer,20,SG,16,2,89,.486,.750,.444,.286,.000,.400
2022-23,Philadelphia 76ers,Dewayne Dedmon,33,C,8,1,76,.591,.778,.400,0,1.000,.500
2022-23,Philadelphia 76ers,Mac McClung,24,SG,2,0,41,.450,.667,.500,0,.000,.364
2022-23,Philadelphia 76ers,Louis King,23,PF,1,0,29,.615,1.000,.500,0,1.000,.500
2022-23,Philadelphia 76ers,Saben Lee,23,PG,2,0,10,.750,1.000,0,0,0,.000
2022-23,Philadelphia 76ers,Julian Champagnie,21,SF,2,0,7,.000,0,0,0,.000,.000
2022-23,Philadelphia 76ers,Michael Foster Jr.,20,PF,1,0,1,0,0,0,0,0,0
2022-23,Pheonix Suns,Mikal Bridges,26,SF,56,56,2040,.463,.709,.422,.468,.286,.387
2022-23,Pheonix Suns,Deandre Ayton,24,C,67,67,2035,.589,.806,.532,.455,.467,.292
2022-23,Pheonix Suns,Torrey Craig,32,PF,79,60,1948,.456,.699,.319,.258,.357,.395
2022-23,Pheonix Suns,Chris Paul,37,PG,59,59,1889,.440,.588,.447,.485,.485,.375
2022-23,Pheonix Suns,Devin Booker,26,SG,53,53,1835,.494,.717,.491,.555,.464,.351
2022-23,Pheonix Suns,Damion Lee,30,SG,74,5,1506,.442,.600,.385,.456,.214,.445
2022-23,Pheonix Suns,Josh Okogie,24,SG,72,26,1350,.391,.560,.297,.286,.375,.335
2022-23,Pheonix Suns,Jock Landale,27,C,69,4,979,.528,.740,.530,.333,.500,.250
2022-23,Pheonix Suns,Cameron Payne,28,PG,48,15,968,.415,.607,.388,.439,.400,.368
2022-23,Pheonix Suns,Ish Wainright,28,SF,60,2,915,.370,.529,.471,.500,.000,.329
2022-23,Pheonix Suns,Bismack Biyombo,30,C,61,14,874,.578,.814,.406,.421,0,0
2022-23,Pheonix Suns,Landry Shamet,25,SG,40,9,807,.377,.537,.250,.261,.294,.377
2022-23,Pheonix Suns,Dario Šarić,28,PF,37,12,533,.427,.643,.386,.308,.100,.391
2022-23,Pheonix Suns,Cameron Johnson,26,PF,17,16,429,.474,.710,.412,.385,.231,.455
2022-23,Pheonix Suns,Duane Washington Jr.,22,SG,31,3,394,.367,.467,.333,.353,.367,.360
2022-23,Pheonix Suns,Terrence Ross,31,SG,21,0,386,.428,.750,.600,.419,.643,.347
2022-23,Pheonix Suns,Saben Lee,23,PG,23,1,363,.393,.510,.233,.667,.167,.379
2022-23,Pheonix Suns,Kevin Durant,34,PF,8,8,269,.570,1.000,.600,.526,.583,.537
2022-23,Pheonix Suns,T.J. Warren,29,SF,16,0,197,.429,.417,.556,.308,.625,.316
2022-23,Pheonix Suns,Darius Bazley,22,C,7,0,61,.480,1.000,.286,.000,0,.250
2022-23,Portland Trailblazers,Jerami Grant,28,PF,63,63,2246,.475,.680,.419,.397,.383,.401
2022-23,Portland Trailblazers,Anfernee Simons,23,SG,62,62,2171,.447,.647,.431,.542,.417,.377
2022-23,Portland Trailblazers,Damian Lillard,32,PG,58,58,2107,.463,.673,.452,.525,.493,.371
2022-23,Portland Trailblazers,Shaedon Sharpe,19,SG,80,15,1779,.472,.708,.392,.313,.444,.360
2022-23,Portland Trailblazers,Josh Hart,27,SF,51,51,1704,.504,.715,.438,.269,.250,.304
2022-23,Portland Trailblazers,Drew Eubanks,25,C,78,28,1584,.641,.756,.562,.500,.375,.389
2022-23,Portland Trailblazers,Jusuf Nurkić,28,C,52,52,1391,.519,.645,.447,.556,.500,.361
2022-23,Portland Trailblazers,Trendon Watford,22,PF,62,12,1182,.560,.676,.545,.462,.500,.391
2022-23,Portland Trailblazers,Nassir Little,22,SF,54,4,976,.442,.696,.333,.389,.500,.367
2022-23,Portland Trailblazers,Justise Winslow,26,PF,29,11,776,.409,.551,.386,.286,.167,.311
2022-23,Portland Trailblazers,Jabari Walker,20,SF,56,0,619,.419,.600,.256,.357,.444,.286
2022-23,Portland Trailblazers,Matisse Thybulle,25,SG,22,22,609,.438,.636,.294,.500,0,.388
2022-23,Portland Trailblazers,Cam Reddish,23,SF,20,12,552,.443,.700,.548,.455,.000,.318
2022-23,Portland Trailblazers,Keon Johnson,20,SG,40,0,416,.376,.649,.257,.231,.250,.346
2022-23,Portland Trailblazers,Kevin Knox,23,PF,21,4,359,.444,.633,.364,.533,.375,.314
2022-23,Portland Trailblazers,Gary Payton II,30,SG,15,1,255,.585,.700,.333,.000,0,.529
2022-23,Portland Trailblazers,John Butler,20,C,19,1,221,.321,.625,.600,.000,.500,.229
2022-23,Portland Trailblazers,Skylar Mays,25,PG,6,6,189,.500,.611,.167,.636,.429,.462
2022-23,Portland Trailblazers,Ryan Arcidiacono,28,PG,9,4,146,.250,0,.167,.000,.000,.350
2022-23,Portland Trailblazers,Jeenathan Williams,23,SG,5,4,127,.615,.792,.333,0,.000,.375
2022-23,Portland Trailblazers,Shaquille Harrison,29,SG,5,0,120,.417,.500,.500,.333,.333,.300
2022-23,Portland Trailblazers,Greg Brown III,21,PF,16,0,93,.393,.667,.000,0,.000,.143
2022-23,Portland Trailblazers,Justin Minaya,23,SF,4,0,89,.304,.600,.000,.333,.000,.250
2022-23,Portland Trailblazers,Chance Comanche,26,C,1,0,21,.600,.500,0,0,.667,0
2022-23,Sacremento Kings,Domantas Sabonis,26,C,79,79,2736,.615,.764,.502,.512,.444,.373
2022-23,Sacremento Kings,Harrison Barnes,30,PF,82,82,2662,.473,.713,.407,.429,.333,.374
2022-23,Sacremento Kings,De'Aaron Fox,25,PG,73,73,2435,.512,.803,.569,.488,.444,.324
2022-23,Sacremento Kings,Keegan Murray,22,SF,80,78,2382,.453,.671,.349,.455,.333,.411
2022-23,Sacremento Kings,Kevin Huerter,24,SG,75,75,2203,.485,.778,.607,.413,.444,.402
2022-23,Sacremento Kings,Malik Monk,24,SG,77,0,1719,.448,.698,.418,.333,.519,.359
2022-23,Sacremento Kings,Davion Mitchell,24,PG,80,9,1447,.454,.699,.569,.318,.500,.320
2022-23,Sacremento Kings,Trey Lyles,27,PF,74,0,1247,.458,.682,.388,.333,.000,.363
2022-23,Sacremento Kings,Terence Davis,25,SG,64,5,841,.423,.685,.442,.333,.455,.366
2022-23,Sacremento Kings,Chimezie Metu,25,PF,66,0,689,.589,.804,.483,.250,.667,.237
2022-23,Sacremento Kings,Richaun Holmes,29,C,42,1,348,.618,.744,.533,.417,0,.625
2022-23,Sacremento Kings,Kessler Edwards,22,SF,22,3,306,.435,.714,.250,1.000,.500,.349
2022-23,Sacremento Kings,KZ Okpala,23,PF,35,3,248,.421,.833,.333,.000,1.000,.333
2022-23,Sacremento Kings,Matthew Dellavedova,32,PG,32,0,213,.340,.750,.300,.167,.500,.333
2022-23,Sacremento Kings,Alex Len,29,C,26,2,161,.533,.737,.000,.667,.000,.000
2022-23,Sacremento Kings,PJ Dozier,26,SF,16,0,79,.303,.800,.333,.000,.600,.125
2022-23,Sacremento Kings,Keon Ellis,23,SG,16,0,71,.438,0,.500,.000,.000,.500
2022-23,Sacremento Kings,Neemias Queta,23,C,5,0,29,.667,.750,.600,0,0,0
2022-23,Sacremento Kings,Chima Moneke,27,SF,2,0,8,.500,.500,0,0,0,0
2022-23,Sacremento Kings,Deonte Burton,29,PF,2,0,6,.000,0,.000,0,0,.000
2022-23,San Antonio Spurs,Keldon Johnson,23,SF,63,63,2063,.452,.657,.455,.337,.313,.329
2022-23,San Antonio Spurs,Tre Jones,23,PG,68,65,1984,.459,.673,.385,.442,.483,.285
2022-23,San Antonio Spurs,Malaki Branham,19,SG,66,32,1550,.440,.637,.524,.517,.442,.302
2022-23,San Antonio Spurs,Jeremy Sochan,19,PF,56,53,1458,.453,.665,.390,.447,.379,.246
2022-23,San Antonio Spurs,Keita Bates-Diop,27,PF,67,42,1452,.508,.696,.440,.364,.000,.394
2022-23,San Antonio Spurs,Zach Collins,25,C,63,26,1441,.518,.679,.540,.378,.429,.374
2022-23,San Antonio Spurs,Doug McDermott,31,SF,64,0,1314,.457,.707,.412,.393,.250,.413
2022-23,San Antonio Spurs,Jakob Poeltl,27,C,46,46,1199,.616,.768,.481,.441,.000,.000
2022-23,San Antonio Spurs,Devin Vassell,22,SG,38,32,1178,.439,.643,.333,.410,.489,.387
2022-23,San Antonio Spurs,Josh Richardson,29,SG,42,6,997,.436,.639,.585,.395,.565,.357
2022-23,San Antonio Spurs,Romeo Langford,23,SG,43,21,844,.467,.680,.429,.458,.500,.262
2022-23,San Antonio Spurs,Blake Wesley,19,SG,37,1,669,.321,.517,.140,.222,.192,.385
2022-23,San Antonio Spurs,Devonte' Graham,27,PG,20,8,527,.380,.750,.389,.500,.214,.358
2022-23,San Antonio Spurs,Charles Bassey,22,C,35,2,508,.644,.757,.556,.462,.500,.375
2022-23,San Antonio Spurs,Isaiah Roby,24,PF,42,2,474,.432,.707,.395,.250,.286,.300
2022-23,San Antonio Spurs,Stanley Johnson,26,SF,30,0,469,.533,.688,.514,.417,.667,.450
2022-23,San Antonio Spurs,Sandro Mamukelashvili,23,C,19,7,443,.453,.613,.455,.250,.000,.343
2022-23,San Antonio Spurs,Dominick Barlow,19,PF,28,0,408,.535,.711,.409,.250,.667,.000
2022-23,San Antonio Spurs,Gorgui Dieng,33,C,31,1,358,.385,.750,.429,.462,.500,.280
2022-23,San Antonio Spurs,Julian Champagnie,21,SF,15,3,313,.461,.636,.438,.500,.600,.407
2022-23,San Antonio Spurs,Joshua Primo,20,SG,4,0,93,.346,1.000,.375,.333,.500,.250
2022-23,San Antonio Spurs,Jordan Hall,21,SF,9,0,83,.321,.750,.000,.333,.400,.200
2022-23,San Antonio Spurs,Alize Johnson,26,PF,4,0,30,.500,.750,0,0,0,.000
2022-23,Toronto Raptors,Scottie Barnes,21,SF,77,76,2678,.456,.685,.450,.296,.361,.281
2022-23,Toronto Raptors,Pascal Siakam,28,PF,71,71,2652,.480,.750,.474,.469,.370,.324
2022-23,Toronto Raptors,Fred VanVleet,28,PG,69,69,2535,.393,.586,.375,.398,.455,.342
2022-23,Toronto Raptors,OG Anunoby,25,SF,67,67,2386,.476,.695,.366,.364,.460,.387
2022-23,Toronto Raptors,Gary Trent Jr.,24,SG,66,44,2118,.433,.704,.475,.455,.364,.369
2022-23,Toronto Raptors,Chris Boucher,30,PF,76,0,1523,.493,.651,.460,.421,.583,.328
2022-23,Toronto Raptors,Precious Achiuwa,23,C,55,12,1140,.485,.734,.406,.286,.200,.269
